utt_id,singer_id,technique,group,text,hypothesis,wer,per,wer_sub,wer_del,wer_ins,wer_n_ref
EN-Alto-2__breathy__control__All_of_Me__0001,EN-Alto-2,breathy,control,got my head spinning no kidding i cant pin you down,ga my han's pendy no kitty i can pin you tell,0.5454545454545454,0.38235294117647056,6,0,0,11
EN-Alto-2__breathy__control__All_of_Me__0002,EN-Alto-2,breathy,control,whats going on in that beautiful mind im on your magical mystery ride,was going on in there beautiful mi emno magico misteriri,0.6923076923076923,0.4,6,3,0,13
EN-Alto-2__breathy__control__All_of_Me__0003,EN-Alto-2,breathy,control,and im so dizzy dont know what hit me but ill be alright,an i'm so dizzy don't no ward hin me but ow be all right,0.5384615384615384,0.24324324324324326,6,0,1,13
EN-Alto-2__breathy__control__All_of_Me__0004,EN-Alto-2,breathy,control,my heads under water but im breathing fine,my hands on der wterba am braizing fi,0.875,0.5,7,0,0,8
EN-Alto-2__breathy__control__All_of_Me__0005,EN-Alto-2,breathy,control,youre crazy and im out of my mind,yor crazy an i'm out o ma mi,0.625,0.391304347826087,5,0,0,8
EN-Alto-2__breathy__control__All_of_Me__0006,EN-Alto-2,breathy,control,cause all of me loves all of you,cassa la me lave sa la veu,0.875,0.5263157894736842,6,1,0,8
EN-Alto-2__breathy__control__All_of_Me__0007,EN-Alto-2,breathy,control,love your curves and all your edges all your perfect imperfections,love yl curf and all your ages all yo perfect inperfections,0.45454545454545453,0.20454545454545456,5,0,0,11
EN-Alto-2__breathy__control__All_of_Me__0008,EN-Alto-2,breathy,control,give your all to me ill give my all to you,give yo  to me how game my a to you,0.45454545454545453,0.4,4,1,0,11
EN-Alto-2__breathy__control__All_of_Me__0009,EN-Alto-2,breathy,control,youre my end and my beginning even when i lose im winning,eumai an an my beginen e wen when i lose am winning,0.6666666666666666,0.3684210526315789,8,0,0,12
EN-Alto-2__breathy__speech__All_of_Me__0000,EN-Alto-2,breathy,speech,what would i do without your smart mouth drawing me in and you kicking me out,what would i do without your smart mouse dry me in and you kicky me out,0.1875,0.125,3,0,0,16
EN-Alto-2__breathy__speech__All_of_Me__0001,EN-Alto-2,breathy,speech,got my head spinning no kidding i cant pin you down,got my head speening no keeding i canned pino dell,0.5454545454545454,0.23529411764705882,5,1,0,11
EN-Alto-2__breathy__speech__All_of_Me__0002,EN-Alto-2,breathy,speech,whats going on in that beautiful mind im on your magical mystery ride,was going on in that beautiful night i am aleumetical mystery right,0.5384615384615384,0.28,6,1,0,13
EN-Alto-2__breathy__speech__All_of_Me__0003,EN-Alto-2,breathy,speech,and im so dizzy dont know what hit me but ill be alright,en i'm so daisy don't know what's hit me but i'll be all right,0.38461538461538464,0.16216216216216217,4,0,1,13
EN-Alto-2__breathy__speech__All_of_Me__0004,EN-Alto-2,breathy,speech,my heads under water but im breathing fine,my hands underwater but i'm breezing fy,0.625,0.17857142857142858,4,1,0,8
EN-Alto-2__breathy__speech__All_of_Me__0005,EN-Alto-2,breathy,speech,youre crazy and im out of my mind,you're crazy and i am out of my mind,0.25,0.08695652173913043,1,0,1,8
EN-Alto-2__breathy__speech__All_of_Me__0006,EN-Alto-2,breathy,speech,cause all of me loves all of you,cause all of me loves all of you,0.0,0.0,0,0,0,8
EN-Alto-2__breathy__speech__All_of_Me__0007,EN-Alto-2,breathy,speech,love your curves and all your edges all your perfect imperfections,love your curves and all your ages oll your perfect imperfections,0.18181818181818182,0.045454545454545456,2,0,0,11
EN-Alto-2__breathy__speech__All_of_Me__0008,EN-Alto-2,breathy,speech,give your all to me ill give my all to you,give your all to me i'll give my all to you,0.0,0.0,0,0,0,11
EN-Alto-2__breathy__speech__All_of_Me__0009,EN-Alto-2,breathy,speech,youre my end and my beginning even when i lose im winning,you're my end and my beginning even when i loose i'm winning,0.08333333333333333,0.02631578947368421,1,0,0,12
EN-Alto-2__breathy__technique__Dream_It_Possible__0000,EN-Alto-2,breathy,technique,i will run i will climb i will soar im undefeated,i were ralh i will cly i was so o a maudy fate eh o,1.0,0.48484848484848486,7,0,4,11
EN-Alto-2__breathy__technique__Dream_It_Possible__0001,EN-Alto-2,breathy,technique,jumping out of my skin pull the chord yeah i believe it the past,jumping nout o my scan boosa coooy here i pelieve eh ho supprass,0.7857142857142857,0.4878048780487805,10,1,0,14
EN-Alto-2__breathy__technique__Dream_It_Possible__0002,EN-Alto-2,breathy,technique,is everything we were dont make us who we are so ill dream,hase a every thing we ware dont make us who we a so how tree,0.6153846153846154,0.3611111111111111,6,0,2,13
EN-Alto-2__breathy__technique__Dream_It_Possible__0003,EN-Alto-2,breathy,technique,until i make it real and all i see is stars its not until you fall that you fly,unty i make a ree an lo i sae sta it's not in teyo fo that you fly,0.5789473684210527,0.4339622641509434,10,1,0,19
EN-Alto-2__breathy__technique__Dream_It_Possible__0004,EN-Alto-2,breathy,technique,when your dreams come alive youre unstoppable take a shot chase the sun find the beautiful,will you dreams come are youos dagter poh take a short chase a somfie a beautiful,0.6875,0.45,9,1,1,16
EN-Alto-2__breathy__technique__Dream_It_Possible__0005,EN-Alto-2,breathy,technique,we will glow in the dark turning dust to gold and well dream it possible,we wel go win ar tar tarnin dos to go and will dree ye ye he impossible,0.9333333333333333,0.48,12,0,2,15
EN-Alto-2__breathy__control__Dream_It_Possible__0000,EN-Alto-2,breathy,control,i will run i will climb i will soar im undefeated,i will wrung tho will clype hie was so h ya monty phadet o,1.0,0.6060606060606061,8,0,3,11
EN-Alto-2__breathy__control__Dream_It_Possible__0001,EN-Alto-2,breathy,control,jumping out of my skin pull the chord yeah i believe it the past,jumping daugt old masgean prus a coho ye i believe it oho is a past,0.7857142857142857,0.5121951219512195,8,1,2,14
EN-Alto-2__breathy__control__Dream_It_Possible__0002,EN-Alto-2,breathy,control,is everything we were dont make us who we are so ill dream,hi's everything we war don make us who we a so ou dream,0.38461538461538464,0.2222222222222222,5,0,0,13
EN-Alto-2__breathy__control__Dream_It_Possible__0003,EN-Alto-2,breathy,control,until i make it real and all i see is stars its not until you fall that you fly,until i make a re an nall i say is star i's not unte yo fow sad you fly,0.5789473684210527,0.33962264150943394,11,0,0,19
EN-Alto-2__breathy__control__Dream_It_Possible__0004,EN-Alto-2,breathy,control,when your dreams come alive youre unstoppable take a shot chase the sun find the beautiful,while you dreams come o ioa startapo take a shart chaseos sam fhider beautifo,0.75,0.5333333333333333,10,2,0,16
EN-Alto-2__breathy__control__Dream_It_Possible__0005,EN-Alto-2,breathy,control,we will glow in the dark turning dust to gold and well dream it possible,where were glowins artar tarnan das tuco an wu drie he ipasopo,1.0,0.64,12,3,0,15
EN-Alto-2__breathy__speech__Dream_It_Possible__0000,EN-Alto-2,breathy,speech,i will run i will climb i will soar im undefeated,i war round i wall clibe i was sore i'm onlyfaded,0.6363636363636364,0.3939393939393939,7,0,0,11
EN-Alto-2__breathy__speech__Dream_It_Possible__0001,EN-Alto-2,breathy,speech,jumping out of my skin pull the chord yeah i believe it the past,jumping out on my skain puss a cord yea i believe it the passed,0.5,0.14634146341463414,7,0,0,14
EN-Alto-2__breathy__speech__Dream_It_Possible__0002,EN-Alto-2,breathy,speech,is everything we were dont make us who we are so ill dream,is everything we war don't make us who we are so our dream,0.15384615384615385,0.1111111111111111,2,0,0,13
EN-Alto-2__breathy__speech__Dream_It_Possible__0003,EN-Alto-2,breathy,speech,until i make it real and all i see is stars its not until you fall that you fly,unto you i make it real and all i see is stars is not unto you fall that you fly,0.21052631578947367,0.16981132075471697,3,0,1,19
EN-Alto-2__breathy__speech__Dream_It_Possible__0004,EN-Alto-2,breathy,speech,when your dreams come alive youre unstoppable take a shot chase the sun find the beautiful,when your dreams come alive you are onsdotbo take a shot chaise a song fight is a beautiful,0.5625,0.25,7,0,2,16
EN-Alto-2__breathy__speech__Dream_It_Possible__0005,EN-Alto-2,breathy,speech,we will glow in the dark turning dust to gold and well dream it possible,we will glow in the dark turning dust to gold and will dream it possible possible and will dream it possible,0.4666666666666667,0.54,1,0,6,15
EN-Alto-2__breathy__technique__Easy_On_Me__0000,EN-Alto-2,breathy,technique,there aint no gold in this river,seessing no go hein this ariver e,0.8571428571428571,0.5714285714285714,4,1,1,7
EN-Alto-2__breathy__technique__Easy_On_Me__0001,EN-Alto-2,breathy,technique,that ive been washing my hands in forever i know there is hope,set apilosh an my he in foever hannoseris ho,0.8461538461538461,0.6842105263157895,7,4,0,13
EN-Alto-2__breathy__technique__Easy_On_Me__0002,EN-Alto-2,breathy,technique,in these waters but i cant bring myself to swim when i am drowning,hens is te watehs but a can't bring mysel to swim went i eh trowny,0.6428571428571429,0.391304347826087,8,0,1,14
EN-Alto-2__breathy__technique__Easy_On_Me__0003,EN-Alto-2,breathy,technique,in this silence baby let me in,in this ilands baby let me he,0.2857142857142857,0.22727272727272727,2,0,0,7
EN-Alto-2__breathy__technique__Easy_On_Me__0004,EN-Alto-2,breathy,technique,go easy on me baby,go heis humiva,0.8,0.6923076923076923,2,2,0,5
EN-Alto-2__breathy__technique__Easy_On_Me__0005,EN-Alto-2,breathy,technique,i was still a child didnt get the chance to,oste  chow tedun gass a chan so,1.0,0.5666666666666667,5,4,1,10
EN-Alto-2__breathy__technique__Easy_On_Me__0006,EN-Alto-2,breathy,technique,feel the world around me i had no time to choose,s quat around me i have no time to choose,0.36363636363636365,0.3103448275862069,3,1,0,11
EN-Alto-2__breathy__technique__Easy_On_Me__0007,EN-Alto-2,breathy,technique,what i chose to do so go easy on me,what i tros to do so go yetee hung me,0.3,0.36363636363636365,3,0,0,10
EN-Alto-2__breathy__control__Easy_On_Me__0000,EN-Alto-2,breathy,control,there aint no gold in this river,there'sin no goo hin this theriver,0.7142857142857143,0.5714285714285714,4,1,0,7
EN-Alto-2__breathy__control__Easy_On_Me__0001,EN-Alto-2,breathy,control,that ive been washing my hands in forever i know there is hope,it ha been wash an my hen in foever i knows there is ho,0.6153846153846154,0.3684210526315789,7,0,1,13
EN-Alto-2__breathy__control__Easy_On_Me__0002,EN-Alto-2,breathy,control,in these waters but i cant bring myself to swim when i am drowning,in this waters but i can't bring myself to swim whin i am drowny,0.21428571428571427,0.10869565217391304,3,0,0,14
EN-Alto-2__breathy__control__Easy_On_Me__0003,EN-Alto-2,breathy,control,in this silence baby let me in,hains ah siland by be lat me e,1.0,0.5,6,0,1,7
EN-Alto-2__breathy__control__Easy_On_Me__0004,EN-Alto-2,breathy,control,go easy on me baby,go yeis a hem a bay by,1.2,0.5384615384615384,4,0,2,5
EN-Alto-2__breathy__control__Easy_On_Me__0005,EN-Alto-2,breathy,control,i was still a child didnt get the chance to,i was do ho choow didn't ges a chance to,0.5,0.36666666666666664,5,0,0,10
EN-Alto-2__breathy__control__Easy_On_Me__0006,EN-Alto-2,breathy,control,feel the world around me i had no time to choose,ve o worry around me i haven't all time to choose,0.45454545454545453,0.3793103448275862,5,0,0,11
EN-Alto-2__breathy__control__Easy_On_Me__0007,EN-Alto-2,breathy,control,what i chose to do so go easy on me,what i chose to do so got ye  easy oh me,0.3,0.2727272727272727,2,0,1,10
EN-Alto-2__breathy__speech__Easy_On_Me__0000,EN-Alto-2,breathy,speech,there aint no gold in this river,there ain't no goat in this river,0.14285714285714285,0.09523809523809523,1,0,0,7
EN-Alto-2__breathy__speech__Easy_On_Me__0001,EN-Alto-2,breathy,speech,that ive been washing my hands in forever i know there is hope,that i've been washing my hands in forever i know there is hope,0.0,0.0,0,0,0,13
EN-Alto-2__breathy__speech__Easy_On_Me__0002,EN-Alto-2,breathy,speech,in these waters but i cant bring myself to swim when i am drowning,in these waters but i can't bring myself to swim when i am drowing,0.07142857142857142,0.021739130434782608,1,0,0,14
EN-Alto-2__breathy__speech__Easy_On_Me__0003,EN-Alto-2,breathy,speech,in this silence baby let me in,in this silence baby le me in,0.14285714285714285,0.09090909090909091,1,0,0,7
EN-Alto-2__breathy__speech__Easy_On_Me__0004,EN-Alto-2,breathy,speech,go easy on me baby,go easy ome baby,0.4,0.23076923076923078,1,1,0,5
EN-Alto-2__breathy__speech__Easy_On_Me__0005,EN-Alto-2,breathy,speech,i was still a child didnt get the chance to,i was a still a child didn't get the chance too,0.2,0.03333333333333333,1,0,1,10
EN-Alto-2__breathy__speech__Easy_On_Me__0006,EN-Alto-2,breathy,speech,feel the world around me i had no time to choose,feels a word around me i had no time to choose,0.2727272727272727,0.06896551724137931,3,0,0,11
EN-Alto-2__breathy__speech__Easy_On_Me__0007,EN-Alto-2,breathy,speech,what i chose to do so go easy on me,what i chose to do so go easy on me,0.0,0.0,0,0,0,10
EN-Alto-2__breathy__technique__My_Love__0000,EN-Alto-2,breathy,technique,an empty street an empty house a hole inside my heart,an am the streef an amthy house a hoin si my har,0.6363636363636364,0.3783783783783784,6,0,1,11
EN-Alto-2__breathy__technique__My_Love__0001,EN-Alto-2,breathy,technique,im all alone the rooms are getting smaller i wonder how,m olo the rooms a gerty smaller i wonder how,0.45454545454545453,0.35294117647058826,4,1,0,11
EN-Alto-2__breathy__technique__My_Love__0002,EN-Alto-2,breathy,technique,i wonder why i wonder where they are the days we had,i wonder why i wonder where they are the taye we had,0.08333333333333333,0.06451612903225806,1,0,0,12
EN-Alto-2__breathy__technique__My_Love__0003,EN-Alto-2,breathy,technique,the songs we sang together oh yeah and oh my love,the sound we sand to gather o ye an o my love,0.7272727272727273,0.3448275862068966,7,0,1,11
EN-Alto-2__breathy__technique__My_Love__0004,EN-Alto-2,breathy,technique,im holding on forever reaching for a love that seems so far,hode yong fo evah ragin fa te lawlessee so fa,0.9166666666666666,0.6153846153846154,9,2,0,12
EN-Alto-2__breathy__technique__My_Love__0005,EN-Alto-2,breathy,technique,so i say a little prayer and hope my dreams will take me there,so i say aleto prayer an all my dreams a take me e,0.42857142857142855,0.38461538461538464,5,1,0,14
EN-Alto-2__breathy__technique__My_Love__0006,EN-Alto-2,breathy,technique,where the skies are blue to see you once again my love,weare to ask is ovou to see yo once agaiin ma love,0.6666666666666666,0.42424242424242425,8,0,0,12
EN-Alto-2__breathy__technique__My_Love__0007,EN-Alto-2,breathy,technique,overseas from coast to coast to find a place i love the most,co asay from cols to cols to fide the place alow the most,0.6153846153846154,0.34146341463414637,6,1,1,13
EN-Alto-2__breathy__technique__My_Love__0008,EN-Alto-2,breathy,technique,where the fields are green to see you once again my love,where's a fewtingre to see you once agan my la,0.5833333333333334,0.4,5,2,0,12
EN-Alto-2__breathy__control__My_Love__0000,EN-Alto-2,breathy,control,an empty street an empty house a hole inside my heart,an emptosreap an empty house a ho insimy har,0.5454545454545454,0.2972972972972973,4,2,0,11
EN-Alto-2__breathy__control__My_Love__0001,EN-Alto-2,breathy,control,im all alone the rooms are getting smaller i wonder how,am al alone the rooms are gettin smaller i wonder how,0.2727272727272727,0.08823529411764706,3,0,0,11
EN-Alto-2__breathy__control__My_Love__0002,EN-Alto-2,breathy,control,i wonder why i wonder where they are the days we had,i wonder why i wonder where thee are the days we had,0.08333333333333333,0.03225806451612903,1,0,0,12
EN-Alto-2__breathy__control__My_Love__0003,EN-Alto-2,breathy,control,the songs we sang together oh yeah and oh my love,the songs we send together o ye and o my lve,0.45454545454545453,0.1724137931034483,5,0,0,11
EN-Alto-2__breathy__control__My_Love__0004,EN-Alto-2,breathy,control,im holding on forever reaching for a love that seems so far,holding on fo eper ragin fa ala the say so fa,0.75,0.46153846153846156,8,1,0,12
EN-Alto-2__breathy__control__My_Love__0005,EN-Alto-2,breathy,control,so i say a little prayer and hope my dreams will take me there,so i say a lato prayer and home my dream will take me there,0.21428571428571427,0.1282051282051282,3,0,0,14
EN-Alto-2__breathy__control__My_Love__0006,EN-Alto-2,breathy,control,where the skies are blue to see you once again my love,where the skies a blue to see you once again my love,0.08333333333333333,0.06060606060606061,1,0,0,12
EN-Alto-2__breathy__control__My_Love__0007,EN-Alto-2,breathy,control,overseas from coast to coast to find a place i love the most,over sea from coast to coast to fight the pleace i love the most,0.38461538461538464,0.0975609756097561,4,0,1,13
EN-Alto-2__breathy__control__My_Love__0008,EN-Alto-2,breathy,control,where the fields are green to see you once again my love,wear's a fils and green to see you once agn my l,0.5,0.3142857142857143,6,0,0,12
EN-Alto-2__breathy__speech__My_Love__0000,EN-Alto-2,breathy,speech,an empty street an empty house a hole inside my heart,an empty street an empty house a hole inside my heart,0.0,0.0,0,0,0,11
EN-Alto-2__breathy__speech__My_Love__0001,EN-Alto-2,breathy,speech,im all alone the rooms are getting smaller i wonder how,i'm all lawne and rooms are gretting smaller i wonder how,0.2727272727272727,0.17647058823529413,3,0,0,11
EN-Alto-2__breathy__speech__My_Love__0002,EN-Alto-2,breathy,speech,i wonder why i wonder where they are the days we had,i wonder why i wonder where the are the days we had,0.08333333333333333,0.03225806451612903,1,0,0,12
EN-Alto-2__breathy__speech__My_Love__0003,EN-Alto-2,breathy,speech,the songs we sang together oh yeah and oh my love,the songs we send together o yea and o my love,0.36363636363636365,0.13793103448275862,4,0,0,11
EN-Alto-2__breathy__speech__My_Love__0004,EN-Alto-2,breathy,speech,im holding on forever reaching for a love that seems so far,am hoding on for ever reaching for a love that seems so far,0.3333333333333333,0.10256410256410256,3,0,1,12
EN-Alto-2__breathy__speech__My_Love__0005,EN-Alto-2,breathy,speech,so i say a little prayer and hope my dreams will take me there,so i say a littl prayer and hope my dreams will take me there,0.07142857142857142,0.0,1,0,0,14
EN-Alto-2__breathy__speech__My_Love__0006,EN-Alto-2,breathy,speech,where the skies are blue to see you once again my love,where the skies are blue to see you once again my love,0.0,0.0,0,0,0,12
EN-Alto-2__breathy__speech__My_Love__0007,EN-Alto-2,breathy,speech,overseas from coast to coast to find a place i love the most,overseas from coast to coast to fight a place i love the most,0.07692307692307693,0.04878048780487805,1,0,0,13
EN-Alto-2__breathy__speech__My_Love__0008,EN-Alto-2,breathy,speech,where the fields are green to see you once again my love,where the fields are green to see you once again my love,0.0,0.0,0,0,0,12
EN-Alto-2__breathy__technique__Someone_Like_You__0000,EN-Alto-2,breathy,technique,i heard that you,hi hi that you,0.5,0.3333333333333333,2,0,0,4
EN-Alto-2__breathy__technique__Someone_Like_You__0001,EN-Alto-2,breathy,technique,settled down that you found a girl and you,set o daown that you fon the gourd and you,0.6666666666666666,0.3333333333333333,5,0,1,9
EN-Alto-2__breathy__technique__Someone_Like_You__0002,EN-Alto-2,breathy,technique,married now i heard that your dreams came true,very now hih heis that you treabs came to,0.6666666666666666,0.35714285714285715,6,0,0,9
EN-Alto-2__breathy__technique__Someone_Like_You__0003,EN-Alto-2,breathy,technique,guess she gave you things i didnt give to you,gess she kives you seeen i did and give to you,0.5,0.32142857142857145,4,0,1,10
EN-Alto-2__breathy__technique__Someone_Like_You__0004,EN-Alto-2,breathy,technique,old friend why are you so shy aint like you to hold back,o freen why ar so shy hin ly you to ho bed,0.6153846153846154,0.4,7,1,0,13
EN-Alto-2__breathy__technique__Someone_Like_You__0005,EN-Alto-2,breathy,technique,or hide from the light i hate to turn up out of the blue uninvited but i,o hi from the lie i hate to turn up out of the blue honey widy but i,0.29411764705882354,0.2553191489361702,4,0,1,17
EN-Alto-2__breathy__technique__Someone_Like_You__0006,EN-Alto-2,breathy,technique,couldnt stay away i couldnt fight it i had hoped youd see my face and that youd be reminded that for me it isnt over,could an stay away i couldan fidy i hoped to see my face an that yo'll be remindin daf o me eight asnan over,0.56,0.38271604938271603,11,2,1,25
EN-Alto-2__breathy__technique__Someone_Like_You__0007,EN-Alto-2,breathy,technique,never mind ill find someone like you,never mand i'll fy so i lock yo,0.8571428571428571,0.4,5,0,1,7
EN-Alto-2__breathy__technique__Someone_Like_You__0008,EN-Alto-2,breathy,technique,i wish nothing but the best for you too,i wish nothing but the best for all you too,0.1111111111111111,0.08,0,0,1,9
EN-Alto-2__breathy__technique__Someone_Like_You__0009,EN-Alto-2,breathy,technique,dont forget me i beg ill remember you said,bapa ama a ba ary ma ba sa,1.0,0.7586206896551724,8,1,0,9
EN-Alto-2__breathy__technique__Someone_Like_You__0010,EN-Alto-2,breathy,technique,sometimes it lasts in love but sometimes it hurts instead,sometom sillar sinlar but sometimes de hige stand st,0.9,0.4878048780487805,6,2,1,10
EN-Alto-2__breathy__technique__Someone_Like_You__0011,EN-Alto-2,breathy,technique,sometimes it lasts in love but sometimes it hurts instead,sometimes ilar silla but sometimes in her sans dayy yea,0.9,0.4878048780487805,9,0,0,10
EN-Alto-2__breathy__control__Someone_Like_You__0000,EN-Alto-2,breathy,control,i heard that you,h hay taid hugh,1.0,0.7777777777777778,4,0,0,4
EN-Alto-2__breathy__control__Someone_Like_You__0001,EN-Alto-2,breathy,control,settled down that you found a girl and you,set o dongs at ou found the gi and you,0.7777777777777778,0.37037037037037035,6,0,1,9
EN-Alto-2__breathy__control__Someone_Like_You__0002,EN-Alto-2,breathy,control,married now i heard that your dreams came true,merry no a heris at you dreams came to,0.7777777777777778,0.35714285714285715,7,0,0,9
EN-Alto-2__breathy__control__Someone_Like_You__0003,EN-Alto-2,breathy,control,guess she gave you things i didnt give to you,guess she gaves you sing i didn't give to you,0.2,0.10714285714285714,2,0,0,10
EN-Alto-2__breathy__control__Someone_Like_You__0004,EN-Alto-2,breathy,control,old friend why are you so shy aint like you to hold back,frien why are ye so sh hinly you to ho beg,0.6153846153846154,0.5142857142857142,6,2,0,13
EN-Alto-2__breathy__control__Someone_Like_You__0005,EN-Alto-2,breathy,control,or hide from the light i hate to turn up out of the blue uninvited but i,o h from te lie i hit to turn up out of the blue honey whity but i,0.4117647058823529,0.3404255319148936,6,0,1,17
EN-Alto-2__breathy__control__Someone_Like_You__0006,EN-Alto-2,breathy,control,couldnt stay away i couldnt fight it i had hoped youd see my face and that youd be reminded that for me it isnt over,couldn't stay yo way i couldn fide it i hope to see my face an that yo'd be reminded  deat o me it isn't nover,0.48,0.2345679012345679,10,1,1,25
EN-Alto-2__breathy__control__Someone_Like_You__0007,EN-Alto-2,breathy,control,never mind ill find someone like you,never mind how fy some oa lack you,0.7142857142857143,0.32,4,0,1,7
EN-Alto-2__breathy__control__Someone_Like_You__0008,EN-Alto-2,breathy,control,i wish nothing but the best for you too,i wish nothing but the beest for al you too,0.2222222222222222,0.12,1,0,1,9
EN-Alto-2__breathy__control__Someone_Like_You__0009,EN-Alto-2,breathy,control,dont forget me i beg ill remember you said,over be m i be i reme beye sone,0.8888888888888888,0.7241379310344828,8,0,0,9
EN-Alto-2__breathy__control__Someone_Like_You__0010,EN-Alto-2,breathy,control,sometimes it lasts in love but sometimes it hurts instead,sometimes alass in love but sometimes an herts yes,0.5,0.2682926829268293,4,1,0,10
EN-Alto-2__breathy__control__Someone_Like_You__0011,EN-Alto-2,breathy,control,sometimes it lasts in love but sometimes it hurts instead,sometimes in less inlar but sometimes in hersen say,0.7,0.34146341463414637,6,1,0,10
EN-Alto-2__breathy__speech__Someone_Like_You__0000,EN-Alto-2,breathy,speech,i heard that you,what would i do,1.0,0.8888888888888888,4,0,0,4
EN-Alto-2__breathy__speech__Someone_Like_You__0001,EN-Alto-2,breathy,speech,settled down that you found a girl and you,s out your smart mouths dry,1.0,0.8148148148148148,6,3,0,9
EN-Alto-2__breathy__speech__Someone_Like_You__0002,EN-Alto-2,breathy,speech,married now i heard that your dreams came true,mi yi and yokiki me out,1.0,0.75,6,3,0,9
EN-Alto-2__breathy__speech__Someone_Like_You__0003,EN-Alto-2,breathy,speech,guess she gave you things i didnt give to you,got my head spenning no keeding,1.0,0.9285714285714286,6,4,0,10
EN-Alto-2__breathy__speech__Someone_Like_You__0004,EN-Alto-2,breathy,speech,old friend why are you so shy aint like you to hold back,i can't pay o dout what's going on in that beautiful,1.0,0.8857142857142857,11,2,0,13
EN-Alto-2__breathy__speech__Someone_Like_You__0005,EN-Alto-2,breathy,speech,or hide from the light i hate to turn up out of the blue uninvited but i,omite iam alemetical mystery rite en an,1.0,0.8723404255319149,7,10,0,17
EN-Alto-2__breathy__speech__Someone_Like_You__0006,EN-Alto-2,breathy,speech,couldnt stay away i couldnt fight it i had hoped youd see my face and that youd be reminded that for me it isnt over,'m so daizy don't know what's hit me but i'll be all right my hand's under water but i'm brinzing fy you're crazy and i am out o my might,1.16,0.9506172839506173,24,0,5,25
EN-Alto-2__breathy__speech__Someone_Like_You__0007,EN-Alto-2,breathy,speech,never mind ill find someone like you,cause all of me loves all of you,1.0,0.8,6,0,1,7
EN-Alto-2__breathy__speech__Someone_Like_You__0008,EN-Alto-2,breathy,speech,i wish nothing but the best for you too,love your curves and all your ages all,1.0,0.96,8,1,0,9
EN-Alto-2__breathy__speech__Someone_Like_You__0009,EN-Alto-2,breathy,speech,dont forget me i beg ill remember you said,ial perfect imperfection,1.0,0.9310344827586207,3,6,0,9
EN-Alto-2__breathy__speech__Someone_Like_You__0010,EN-Alto-2,breathy,speech,sometimes it lasts in love but sometimes it hurts instead,s give your awe to me i'll give,1.0,0.8780487804878049,8,2,0,10
EN-Alto-2__breathy__speech__Someone_Like_You__0011,EN-Alto-2,breathy,speech,sometimes it lasts in love but sometimes it hurts instead,my owd to you you're my end and my beginning even when i lose 'm winning,1.6,1.048780487804878,10,0,6,10
EN-Alto-2__breathy__technique__Someone_You_Loved__0000,EN-Alto-2,breathy,technique,im going under and this time i fear theres no one to save me,i'm goin honer and his term o feelis no harm to say amy,0.7142857142857143,0.5384615384615384,9,1,0,14
EN-Alto-2__breathy__technique__Someone_You_Loved__0001,EN-Alto-2,breathy,technique,this all or nothing really got a way of driving me crazy i need somebody to heal,tis horin as he really god away you travel me crazy an is somebody to hear,0.7058823529411765,0.37735849056603776,11,1,0,17
EN-Alto-2__breathy__technique__Someone_You_Loved__0002,EN-Alto-2,breathy,technique,somebody to know somebody to have somebody to hold,somebody to know somebody to have somebody to ho,0.1111111111111111,0.05555555555555555,1,0,0,9
EN-Alto-2__breathy__technique__Someone_You_Loved__0003,EN-Alto-2,breathy,technique,its easy to say but its never the same i guess i kinda liked the way you numbed all the pain,it's easy to say but it's never de same i guess i cad a like a way you now maw la pan,0.42857142857142855,0.19642857142857142,8,0,1,21
EN-Alto-2__breathy__technique__Someone_You_Loved__0004,EN-Alto-2,breathy,technique,now the day bleeds into nightfall and youre not here to get me through it all,now tha ti please in to ni vaw an do now he to gar me throw it aw,0.875,0.44680851063829785,12,0,2,16
EN-Alto-2__breathy__technique__Someone_You_Loved__0005,EN-Alto-2,breathy,technique,i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved,len my cart ow an naw you potera i was gattin cattah you stoopin some wa yo la,0.8095238095238095,0.5303030303030303,14,3,0,21
EN-Alto-2__breathy__control__Someone_You_Loved__0000,EN-Alto-2,breathy,control,im going under and this time i fear theres no one to save me,i'm going on the ran is time i fees there's no one to say me,0.42857142857142855,0.2564102564102564,5,0,1,14
EN-Alto-2__breathy__control__Someone_You_Loved__0001,EN-Alto-2,breathy,control,this all or nothing really got a way of driving me crazy i need somebody to heal,the saw or nothin really got away or traven me crazy han e some bad ay to he,0.7647058823529411,0.3018867924528302,10,1,2,17
EN-Alto-2__breathy__control__Someone_You_Loved__0002,EN-Alto-2,breathy,control,somebody to know somebody to have somebody to hold,somebody to know somebody to harhath somebody to ho,0.2222222222222222,0.19444444444444445,2,0,0,9
EN-Alto-2__breathy__control__Someone_You_Loved__0003,EN-Alto-2,breathy,control,its easy to say but its never the same i guess i kinda liked the way you numbed all the pain,it's easy to say but it never the same i guess a cad a like a wain no malla play,0.5238095238095238,0.25,10,1,0,21
EN-Alto-2__breathy__control__Someone_You_Loved__0004,EN-Alto-2,breathy,control,now the day bleeds into nightfall and youre not here to get me through it all,now the tipe into ni fo an do not head to gamisruit a,0.75,0.5319148936170213,9,3,0,16
